	Palabra	Aparece en:	OTS	INALI	OTQ	RFE	fon
68	jä'ihu̱	Ha bi häni ra ñ'udi, ma jä'ihu̱ bi ent'i gatho mahye̱gi nuya nzu̱te, bi ze̱tuabi bi ent'i ko ndunthi ya ts'e̱di ge bi tsati ha n'a ra ts'ät'i, ge mar'ihitho bi thähä, bi t'ena ge inte bi e̱gi nu'a mra me̱ti ya nzu̱te, ya t'u̱ka mätsa habu̱ ra za bi yent'i, inbi za bi to̱tsuabi nu'a ma ndarohu̱ bi fu̱di bi nest'ihi ba tsu̱di habu̱ bi ñ'ogi habu̱ ra za, mi te̱tuabi nu'a ma jäi'h	ja bi jäni ra ñ'udi, ma jä'iju̱ bi ent'i gatjo majye̱gi nuya nzu̱te, bi ze̱tuabi bi ent'i ko nduntji ya ts'e̱di ge bi tsati ja n'a ra ts'ät'i, ge mar'ijitjo bi tjäjä, bi t'ena ge inte bi e̱gi nu'a mra me̱ti ya nzu̱te, ya t'u̱ka mätsa jabu̱ ra za bi yent'i, inbi za bi to̱tsuabi nu'a ma ndaroju̱ bi fu̱di bi nest'iji ba tsu̱di jabu̱ bi ñ'ogi jabu̱ ra za, mi te̱tuabi nu'a ma jäi'j	ha bi häni ra ñ'udi, ma jä'ihu̱ bi ent'i gatho mahye̱gi nuya nzu̱te, bi ze̱tuabi bi ent'i ko ndunthi ya ts'e̱di ge bi tsati ha n'a ra ts'ät'i, ge mar'ihitho bi thähä, bi t'ena ge inte bi e̱gi nu'a mra me̱ti ya nzu̱te, ya t'u̱ka mätsa habu̱ ra za bi yent'i, inbi za bi to̱tsuabi nu'a ma ndarohu̱ bi fu̱di bi nest'ihi ba tsu̱di habu̱ bi ñ'ogi habu̱ ra za, mi te̱tuabi nu'a ma jäi'h	ha bi häni ra ñ'udi, ma jä'ihu̱ bi ent'i gatho mahye̱gi nuya nzu̱te, bi ze̱tuabi bi ent'i ko ndunthi ya ts'e̱di ge bi tsati ha n'a ra ts'ät'i, ge mar'ihitho bi thähä, bi t'ena ge inte bi e̱gi nu'a mra me̱ti ya nzu̱te, ya t'u̱ka mätsa habu̱ ra za bi yent'i, inbi za bi to̱tsuabi nu'a ma ndarohu̱ bi fu̱di bi nest'ihi ba tsu̱di habu̱ bi ñ'ogi habu̱ ra za, mi te̱tuabi nu'a ma jäi'h	ha bi hᶏni ra ñʔudi, ma khᶏʔihɨ bi entʔi gatho mahyɛgi nuya nzɨte, bi zɛtuabi bi entʔi ko ndunthi ya cʔɛdi ge bi cati ha nʔa ra cʔᶏtʔi, ge marʔihitho bi thᶏhᶏ, bi tʔena ge inte bi ɛgi nuʔa mra mɛti ya nzɨte, ya tʔɨka mᶏca habɨ ra za bi yentʔi, inbi za bi tɔcuabi nuʔa ma ndarohɨ bi phɨdi bi nestʔihi ba cɨdi habɨ bi ñʔogi habɨ ra za, mi tɛtuabi nuʔa ma khᶏiʔh	ha bi hãni ra ɲʔudi, ma khãʔihɨ bi entʔi gatho mahjɛgi nuja nzɨte, bi zɛtuabi bi entʔi ko ndunthi ja t͡sʔɛdi ge bi t͡sati ha nʔa ra t͡sʔãtʔi, ge maɾʔihitho bi thãhã, bi tʔena ge inte bi ɛgi nuʔa mɾa mɛti ja nzɨte, ja tʔɨka mãt͡sa habɨ ra za bi jentʔi, inbi za bi tɔt͡suabi nuʔa ma ndaɾohɨ bi ɸɨdi bi nestʔihi ba t͡sɨdi habɨ bi ɲʔogi habɨ ra za, mi tɛtuabi nuʔa ma khãiʔh
69	jä'ihu̱	xi di nthude ndunthi ya thehe pa da japi da jät'i, njabu̱ ngu ya metlaxcala ngu nehe ma jä'ihu̱,	xi di ntjude nduntji ya tjeje pa da japi da jät'i, njabu̱ ngu ya metlaxtsala ngu neje ma jä'iju̱,	xi di nthude ndunthi ya thehe pa da japi da jät'i, njabu̱ ngu ya metlaxtsala ngu nehe ma jä'ihu̱,	xi di nthude ndunthi ya thehe pa da japi da jät'i, njabu̱ ngu ya metlaxtsala ngu nehe ma jä'ihu̱,	ši di nthude ndunthi ya thehe pa da khapi da khᶏtʔi, nkhabɨ ngu ya metlašcala ngu nehe ma khᶏʔihɨ,	ʃi di nthude ndunthi ja thehe pa da khapi da khãtʔi, nkhabɨ ngu ja metlaʃt͡sala ngu nehe ma khãʔihɨ,
70	jä'ihu̱	Mi hneki ngu ma jä'ihu̱ ngabu̱ mri hneki.	mi jneki ngu ma jä'iju̱ ngabu̱ mri jneki.	mi hneki ngu ma jä'ihu̱ ngabu̱ mri hneki.	mi hneki ngu ma jä'ihu̱ ngabu̱ mri hneki.	mi hneki ngu ma khᶏʔihɨ ngabɨ mri hneki.	mi hneki ngu ma khãʔihɨ ngabɨ mɾi hneki.
71	jä'ihu̱	¿Te da o̱t'e ma jä'ihu̱ sta b'e̱dihu̱?	¿te da o̱t'e ma jä'iju̱ sta b'e̱diju̱?	¿te da o̱t'e ma jä'ihu̱ sta b'e̱dihu̱?	¿te da o̱t'e ma jä'ihu̱ sta b'e̱dihu̱?	¿te da ɔtʔe ma khᶏʔihɨ sta bʔɛdihɨ?	¿te da ɔtʔe ma khãʔihɨ sta bʔɛdihɨ?
72	jä'ihu̱	"xi mra mbängi mi tsa ya jä'i, ko nge'a nuya mbon'i mi uni ra ntsu, mi fats'i nuya hmu pa mi te̱he̱ dige'a ma jä'ihu̱, ma jä'ihu̱ mi otho habu̱ xa ñ'ogi, nub'u̱ ya ""ajuä"" xa po̱ho̱ ya kue̱ nub'u̱ inxa nda se̱he̱ nuhu̱ ya jä'i,"	"xi mra mbängi mi tsa ya jä'i, ko nge'a nuya mbon'i mi uni ra ntsu, mi fats'i nuya jmu pa mi te̱je̱ dige'a ma jä'iju̱, ma jä'iju̱ mi otjo jabu̱ xa ñ'ogi, nub'u̱ ya ""ajuä"" xa po̱jo̱ ya kue̱ nub'u̱ inxa nda se̱je̱ nuju̱ ya jä'i,"	"xi mra mbängi mi tsa ya jä'i, ko nge'a nuya mbon'i mi uni ra ntsu, mi fats'i nuya hmu pa mi te̱he̱ dige'a ma jä'ihu̱, ma jä'ihu̱ mi otho habu̱ xa ñ'ogi, nub'u̱ ya ""ajuä"" xa po̱ho̱ ya kue̱ nub'u̱ inxa nda se̱he̱ nuhu̱ ya jä'i,"	"xi mra mbängi mi tsa ya jä'i, ko nge'a nuya mbon'i mi uni ra ntsu, mi fats'i nuya hmu pa mi te̱he̱ dige'a ma jä'ihu̱, ma jä'ihu̱ mi otho habu̱ xa ñ'ogi, nub'u̱ ya ""ajuä"" xa po̱ho̱ ya kue̱ nub'u̱ inxa nda se̱he̱ nuhu̱ ya jä'i,"	"ši mra mbᶏngi mi ca ya khᶏʔi, ko ngeʔa nuya mbonʔi mi uni ra ncu, mi phacʔi nuya hmu pa mi tɛhɛ digeʔa ma khᶏʔihɨ, ma khᶏʔihɨ mi otho habɨ ša ñʔogi, nubʔɨ ya ""akhuᶏ"" ša pɔhɔ ya kuɛ nubʔɨ inša nda sɛhɛ nuhɨ ya khᶏʔi,"	"ʃi mɾa mbãngi mi t͡sa ja khãʔi, ko ngeʔa nuja mbonʔi mi uni ra nt͡su, mi ɸat͡sʔi nuja hmu pa mi tɛhɛ digeʔa ma khãʔihɨ, ma khãʔihɨ mi otho habɨ ʃa ɲʔogi, nubʔɨ ja ""akhuã"" ʃa pɔhɔ ja kuɛ nubʔɨ inʃa nda sɛhɛ nuhɨ ja khãʔi,"
73	jä'ihu̱	ge bi bädi ge mi otho ra ts'e̱di ra jä'i ge xa ntähäbi nuya jä'i ne bi no̱nibi, ri mu̱di xa juati nu'a ma jä'ihu̱, ra n'a nge'a mi n'a tu̱ki ne man'a ra nge'a nuya metlaxcala xki tsi nubu̱ ko ra k'uamba pa ge da juati,	ge bi bädi ge mi otjo ra ts'e̱di ra jä'i ge xa ntäjäbi nuya jä'i ne bi no̱nibi, ri mu̱di xa juati nu'a ma jä'iju̱, ra n'a nge'a mi n'a tu̱ki ne man'a ra nge'a nuya metlaxtsala xki tsi nubu̱ ko ra k'uamba pa ge da juati,	ge bi bädi ge mi otho ra ts'e̱di ra jä'i ge xa ntähäbi nuya jä'i ne bi no̱nibi, ri mu̱di xa juati nu'a ma jä'ihu̱, ra n'a nge'a mi n'a tu̱ki ne man'a ra nge'a nuya metlaxtsala xki tsi nubu̱ ko ra k'uamba pa ge da juati,	ge bi bädi ge mi otho ra ts'e̱di ra jä'i ge xa ntähäbi nuya jä'i ne bi no̱nibi, ri mu̱di xa juati nu'a ma jä'ihu̱, ra n'a nge'a mi n'a tu̱ki ne man'a ra nge'a nuya metlaxtsala xki tsi nubu̱ ko ra k'uamba pa ge da juati,	ge bi bᶏdi ge mi otho ra cʔɛdi ra khᶏʔi ge ša ntᶏhᶏbi nuya khᶏʔi ne bi nɔnibi, ri mɨdi ša khuati nuʔa ma khᶏʔihɨ, ra nʔa ngeʔa mi nʔa tɨki ne manʔa ra ngeʔa nuya metlašcala ški ci nubɨ ko ra kʔuamba pa ge da khuati,	ge bi bãdi ge mi otho ra t͡sʔɛdi ra khãʔi ge ʃa ntãhãbi nuja khãʔi ne bi nɔnibi, ri mɨdi ʃa khuati nuʔa ma khãʔihɨ, ra nʔa ngeʔa mi nʔa tɨki ne manʔa ra ngeʔa nuja metlaʃt͡sala ʃki t͡si nubɨ ko ra kʔuamba pa ge da khuati,
74	jäi'h	Ha bi häni ra ñ'udi, ma jä'ihu̱ bi ent'i gatho mahye̱gi nuya nzu̱te, bi ze̱tuabi bi ent'i ko ndunthi ya ts'e̱di ge bi tsati ha n'a ra ts'ät'i, ge mar'ihitho bi thähä, bi t'ena ge inte bi e̱gi nu'a mra me̱ti ya nzu̱te, ya t'u̱ka mätsa habu̱ ra za bi yent'i, inbi za bi to̱tsuabi nu'a ma ndarohu̱ bi fu̱di bi nest'ihi ba tsu̱di habu̱ bi ñ'ogi habu̱ ra za, mi te̱tuabi nu'a ma jäi'h	ja bi jäni ra ñ'udi, ma jä'iju̱ bi ent'i gatjo majye̱gi nuya nzu̱te, bi ze̱tuabi bi ent'i ko nduntji ya ts'e̱di ge bi tsati ja n'a ra ts'ät'i, ge mar'ijitjo bi tjäjä, bi t'ena ge inte bi e̱gi nu'a mra me̱ti ya nzu̱te, ya t'u̱ka mätsa jabu̱ ra za bi yent'i, inbi za bi to̱tsuabi nu'a ma ndaroju̱ bi fu̱di bi nest'iji ba tsu̱di jabu̱ bi ñ'ogi jabu̱ ra za, mi te̱tuabi nu'a ma jäi'j	ha bi häni ra ñ'udi, ma jä'ihu̱ bi ent'i gatho mahye̱gi nuya nzu̱te, bi ze̱tuabi bi ent'i ko ndunthi ya ts'e̱di ge bi tsati ha n'a ra ts'ät'i, ge mar'ihitho bi thähä, bi t'ena ge inte bi e̱gi nu'a mra me̱ti ya nzu̱te, ya t'u̱ka mätsa habu̱ ra za bi yent'i, inbi za bi to̱tsuabi nu'a ma ndarohu̱ bi fu̱di bi nest'ihi ba tsu̱di habu̱ bi ñ'ogi habu̱ ra za, mi te̱tuabi nu'a ma jäi'h	ha bi häni ra ñ'udi, ma jä'ihu̱ bi ent'i gatho mahye̱gi nuya nzu̱te, bi ze̱tuabi bi ent'i ko ndunthi ya ts'e̱di ge bi tsati ha n'a ra ts'ät'i, ge mar'ihitho bi thähä, bi t'ena ge inte bi e̱gi nu'a mra me̱ti ya nzu̱te, ya t'u̱ka mätsa habu̱ ra za bi yent'i, inbi za bi to̱tsuabi nu'a ma ndarohu̱ bi fu̱di bi nest'ihi ba tsu̱di habu̱ bi ñ'ogi habu̱ ra za, mi te̱tuabi nu'a ma jäi'h	ha bi hᶏni ra ñʔudi, ma khᶏʔihɨ bi entʔi gatho mahyɛgi nuya nzɨte, bi zɛtuabi bi entʔi ko ndunthi ya cʔɛdi ge bi cati ha nʔa ra cʔᶏtʔi, ge marʔihitho bi thᶏhᶏ, bi tʔena ge inte bi ɛgi nuʔa mra mɛti ya nzɨte, ya tʔɨka mᶏca habɨ ra za bi yentʔi, inbi za bi tɔcuabi nuʔa ma ndarohɨ bi phɨdi bi nestʔihi ba cɨdi habɨ bi ñʔogi habɨ ra za, mi tɛtuabi nuʔa ma khᶏiʔh	ha bi hãni ra ɲʔudi, ma khãʔihɨ bi entʔi gatho mahjɛgi nuja nzɨte, bi zɛtuabi bi entʔi ko ndunthi ja t͡sʔɛdi ge bi t͡sati ha nʔa ra t͡sʔãtʔi, ge maɾʔihitho bi thãhã, bi tʔena ge inte bi ɛgi nuʔa mɾa mɛti ja nzɨte, ja tʔɨka mãt͡sa habɨ ra za bi jentʔi, inbi za bi tɔt͡suabi nuʔa ma ndaɾohɨ bi ɸɨdi bi nestʔihi ba t͡sɨdi habɨ bi ɲʔogi habɨ ra za, mi tɛtuabi nuʔa ma khãiʔh
75	manjuäntho	R'a ya jä'i mi b'u̱i ha ra ngumi ja nunu ha ra hnini ri manjuäntho pa da tsoni nubu̱ ra Amáxac,	r'a ya jä'i mi b'u̱i ja ra ngumi ja nunu ja ra jnini ri manjuäntjo pa da tsoni nubu̱ ra amáxats,	r'a ya jä'i mi b'u̱i ha ra ngumi ja nunu ha ra hnini ri manjuäntho pa da tsoni nubu̱ ra amáxats,	r'a ya jä'i mi b'u̱i ha ra ngumi ja nunu ha ra hnini ri manjuäntho pa da tsoni nubu̱ ra amáxats,	rʔa ya khᶏʔi mi bʔɨi ha ra ngumi kha nunu ha ra hnini ri mankhuᶏntho pa da coni nubɨ ra amášac,	rʔa ja khãʔi mi bʔɨi ha ra ngumi kha nunu ha ra hnini ri mankhuãntho pa da t͡soni nubɨ ra amáʃat͡s,
76	manjuäntho	bi tso̱hni M'onda bi ma manjuäntho habu̱ mi b'u̱i ha ra ndo̱m'ihmu ra Ts'e̱y'e̱hmu, bi zipabi:	bi tso̱jni m'onda bi ma manjuäntjo jabu̱ mi b'u̱i ja ra ndo̱m'ijmu ra ts'e̱y'e̱jmu, bi zipabi:	bi tso̱hni m'onda bi ma manjuäntho habu̱ mi b'u̱i ha ra ndo̱m'ihmu ra ts'e̱y'e̱hmu, bi zipabi:	bi tso̱hni m'onda bi ma manjuäntho habu̱ mi b'u̱i ha ra ndo̱m'ihmu ra ts'e̱y'e̱hmu, bi zipabi:	bi cɔhni mʔonda bi ma mankhuᶏntho habɨ mi bʔɨi ha ra ndɔmʔihmu ra cʔɛyʔɛhmu, bi zipabi:	bi t͡sɔhni mʔonda bi ma mankhuãntho habɨ mi bʔɨi ha ra ndɔmʔihmu ra t͡sʔɛjʔɛhmu, bi zipabi:
77	manjuäntho	bi ma manjuäntho habu̱ mi b'u̱i ha ra ndo̱m'ihmu ra Ts'e̱y'e̱hmu, bi zipabi:	bi ma manjuäntjo jabu̱ mi b'u̱i ja ra ndo̱m'ijmu ra ts'e̱y'e̱jmu, bi zipabi:	bi ma manjuäntho habu̱ mi b'u̱i ha ra ndo̱m'ihmu ra ts'e̱y'e̱hmu, bi zipabi:	bi ma manjuäntho habu̱ mi b'u̱i ha ra ndo̱m'ihmu ra ts'e̱y'e̱hmu, bi zipabi:	bi ma mankhuᶏntho habɨ mi bʔɨi ha ra ndɔmʔihmu ra cʔɛyʔɛhmu, bi zipabi:	bi ma mankhuãntho habɨ mi bʔɨi ha ra ndɔmʔihmu ra t͡sʔɛjʔɛhmu, bi zipabi:
78	manjuäntho	Into y'o manjuäntho, into pa ri nektho.	into y'o manjuäntjo, into pa ri nektjo.	into y'o manjuäntho, into pa ri nektho.	into y'o manjuäntho, into pa ri nektho.	into yʔo mankhuᶏntho, into pa ri nektho.	into jʔo mankhuãntho, into pa ri nektho.
79	manjuäntho	bi ma manjuäntho habu̱ mi b'u̱i ra Ts'e̱y'e̱hmu bi xipabi;	bi ma manjuäntjo jabu̱ mi b'u̱i ra ts'e̱y'e̱jmu bi xipabi;	bi ma manjuäntho habu̱ mi b'u̱i ra ts'e̱y'e̱hmu bi xipabi;	bi ma manjuäntho habu̱ mi b'u̱i ra ts'e̱y'e̱hmu bi xipabi;	bi ma mankhuᶏntho habɨ mi bʔɨi ra cʔɛyʔɛhmu bi šipabi;	bi ma mankhuãntho habɨ mi bʔɨi ra t͡sʔɛjʔɛhmu bi ʃipabi;
80	manjuäntho	Ra ngehna nuna pa bi ma n'a ra ñ'u manjuäntho.	ra ngejna nuna pa bi ma n'a ra ñ'u manjuäntjo.	ra ngehna nuna pa bi ma n'a ra ñ'u manjuäntho.	ra ngehna nuna pa bi ma n'a ra ñ'u manjuäntho.	ra ngehna nuna pa bi ma nʔa ra ñʔu mankhuᶏntho.	ra ngehna nuna pa bi ma nʔa ra ɲʔu mankhuãntho.
81	manjuäntho	Ya dänga nu̱ni nzafi mi to̱ge mañä ha ra t'u̱ka mätsa, mi ät'i manjuäntho habu̱ bi munts'i ya t'u̱ka mätsa, habu̱ mi kuat'i n'a ngu n'a, nubu̱ bi fo̱ta ya bo̱sna	ya dänga nu̱ni nzafi mi to̱ge mañä ja ra t'u̱ka mätsa, mi ät'i manjuäntjo jabu̱ bi munts'i ya t'u̱ka mätsa, jabu̱ mi kuat'i n'a ngu n'a, nubu̱ bi fo̱ta ya bo̱sna	ya dänga nu̱ni nzafi mi to̱ge mañä ha ra t'u̱ka mätsa, mi ät'i manjuäntho habu̱ bi munts'i ya t'u̱ka mätsa, habu̱ mi kuat'i n'a ngu n'a, nubu̱ bi fo̱ta ya bo̱sna	ya dänga nu̱ni nzafi mi to̱ge mañä ha ra t'u̱ka mätsa, mi ät'i manjuäntho habu̱ bi munts'i ya t'u̱ka mätsa, habu̱ mi kuat'i n'a ngu n'a, nubu̱ bi fo̱ta ya bo̱sna	ya dᶏnga nɨni nzaphi mi tɔge mañᶏ ha ra tʔɨka mᶏca, mi ᶏtʔi mankhuᶏntho habɨ bi muncʔi ya tʔɨka mᶏca, habɨ mi kuatʔi nʔa ngu nʔa, nubɨ bi phɔta ya bɔsna	ja dãnga nɨni nzaɸi mi tɔge maɲã ha ra tʔɨka mãt͡sa, mi ãtʔi mankhuãntho habɨ bi munt͡sʔi ja tʔɨka mãt͡sa, habɨ mi kuatʔi nʔa ngu nʔa, nubɨ bi ɸɔta ja bɔsna
82	manjuäntho	bi bo̱ni habu̱ ra hyadi mi kut'i mi pa manjuäntho habu̱ mi po̱ni ra hyadi,	bi bo̱ni jabu̱ ra jyadi mi kut'i mi pa manjuäntjo jabu̱ mi po̱ni ra jyadi,	bi bo̱ni habu̱ ra hyadi mi kut'i mi pa manjuäntho habu̱ mi po̱ni ra hyadi,	bi bo̱ni habu̱ ra hyadi mi kut'i mi pa manjuäntho habu̱ mi po̱ni ra hyadi,	bi bɔni habɨ ra hyadi mi kutʔi mi pa mankhuᶏntho habɨ mi pɔni ra hyadi,	bi bɔni habɨ ra hjadi mi kutʔi mi pa mankhuãntho habɨ mi pɔni ra hjadi,
83	manjuäntho	Pe nuya mem'onda xki hyandi ya thogi, nub'u̱ bi unga ra gue̱nda ge ya bo̱zna ya dänga nu̱ni nzafi ne ya nzafi mi pa manjuäntho,	pe nuya mem'onda xki jyandi ya tjogi, nub'u̱ bi unga ra gue̱nda ge ya bo̱zna ya dänga nu̱ni nzafi ne ya nzafi mi pa manjuäntjo,	pe nuya mem'onda xki hyandi ya thogi, nub'u̱ bi unga ra gue̱nda ge ya bo̱zna ya dänga nu̱ni nzafi ne ya nzafi mi pa manjuäntho,	pe nuya mem'onda xki hyandi ya thogi, nub'u̱ bi unga ra gue̱nda ge ya bo̱zna ya dänga nu̱ni nzafi ne ya nzafi mi pa manjuäntho,	pe nuya memʔonda ški hyandi ya thogi, nubʔɨ bi unga ra guɛnda ge ya bɔzna ya dᶏnga nɨni nzaphi ne ya nzaphi mi pa mankhuᶏntho,	pe nuja memʔonda ʃki hjandi ja thogi, nubʔɨ bi unga ra guɛnda ge ja bɔzna ja dãnga nɨni nzaɸi ne ja nzaɸi mi pa mankhuãntho,
84	manjuäntho	ma n'a mi b'ai nuni Teotleco, habu̱ ra ñ'u̱ pa manjuäntho pa da zo̱ni nuni ra Peñón (Tepetzinco).	ma n'a mi b'ai nuni teotletso, jabu̱ ra ñ'u̱ pa manjuäntjo pa da zo̱ni nuni ra peñón (tepetzintso).	ma n'a mi b'ai nuni teotletso, habu̱ ra ñ'u̱ pa manjuäntho pa da zo̱ni nuni ra peñón (tepetzintso).	ma n'a mi b'ai nuni teotletso, habu̱ ra ñ'u̱ pa manjuäntho pa da zo̱ni nuni ra peñón (tepetzintso).	ma nʔa mi bʔai nuni teotleco, habɨ ra ñʔɨ pa mankhuᶏntho pa da zɔni nuni ra peñón (tepetzinco).	ma nʔa mi bʔai nuni teotlet͡so, habɨ ra ɲʔɨ pa mankhuãntho pa da zɔni nuni ra peɲón (tepetzint͡so).
85	jä'ihu̱,	xi di nthude ndunthi ya thehe pa da japi da jät'i, njabu̱ ngu ya metlaxcala ngu nehe ma jä'ihu̱,	xi di ntjude nduntji ya tjeje pa da japi da jät'i, njabu̱ ngu ya metlaxtsala ngu neje ma jä'iju̱,	xi di nthude ndunthi ya thehe pa da japi da jät'i, njabu̱ ngu ya metlaxtsala ngu nehe ma jä'ihu̱,	xi di nthude ndunthi ya thehe pa da japi da jät'i, njabu̱ ngu ya metlaxtsala ngu nehe ma jä'ihu̱,	ši di nthude ndunthi ya thehe pa da khapi da khᶏtʔi, nkhabɨ ngu ya metlašcala ngu nehe ma khᶏʔihɨ,	ʃi di nthude ndunthi ja thehe pa da khapi da khãtʔi, nkhabɨ ngu ja metlaʃt͡sala ngu nehe ma khãʔihɨ,
86	jä'ihu̱,	"xi mra mbängi mi tsa ya jä'i, ko nge'a nuya mbon'i mi uni ra ntsu, mi fats'i nuya hmu pa mi te̱he̱ dige'a ma jä'ihu̱, ma jä'ihu̱ mi otho habu̱ xa ñ'ogi, nub'u̱ ya ""ajuä"" xa po̱ho̱ ya kue̱ nub'u̱ inxa nda se̱he̱ nuhu̱ ya jä'i,"	"xi mra mbängi mi tsa ya jä'i, ko nge'a nuya mbon'i mi uni ra ntsu, mi fats'i nuya jmu pa mi te̱je̱ dige'a ma jä'iju̱, ma jä'iju̱ mi otjo jabu̱ xa ñ'ogi, nub'u̱ ya ""ajuä"" xa po̱jo̱ ya kue̱ nub'u̱ inxa nda se̱je̱ nuju̱ ya jä'i,"	"xi mra mbängi mi tsa ya jä'i, ko nge'a nuya mbon'i mi uni ra ntsu, mi fats'i nuya hmu pa mi te̱he̱ dige'a ma jä'ihu̱, ma jä'ihu̱ mi otho habu̱ xa ñ'ogi, nub'u̱ ya ""ajuä"" xa po̱ho̱ ya kue̱ nub'u̱ inxa nda se̱he̱ nuhu̱ ya jä'i,"	"xi mra mbängi mi tsa ya jä'i, ko nge'a nuya mbon'i mi uni ra ntsu, mi fats'i nuya hmu pa mi te̱he̱ dige'a ma jä'ihu̱, ma jä'ihu̱ mi otho habu̱ xa ñ'ogi, nub'u̱ ya ""ajuä"" xa po̱ho̱ ya kue̱ nub'u̱ inxa nda se̱he̱ nuhu̱ ya jä'i,"	"ši mra mbᶏngi mi ca ya khᶏʔi, ko ngeʔa nuya mbonʔi mi uni ra ncu, mi phacʔi nuya hmu pa mi tɛhɛ digeʔa ma khᶏʔihɨ, ma khᶏʔihɨ mi otho habɨ ša ñʔogi, nubʔɨ ya ""akhuᶏ"" ša pɔhɔ ya kuɛ nubʔɨ inša nda sɛhɛ nuhɨ ya khᶏʔi,"	"ʃi mɾa mbãngi mi t͡sa ja khãʔi, ko ngeʔa nuja mbonʔi mi uni ra nt͡su, mi ɸat͡sʔi nuja hmu pa mi tɛhɛ digeʔa ma khãʔihɨ, ma khãʔihɨ mi otho habɨ ʃa ɲʔogi, nubʔɨ ja ""akhuã"" ʃa pɔhɔ ja kuɛ nubʔɨ inʃa nda sɛhɛ nuhɨ ja khãʔi,"
87	jä'ihu̱,	ge bi bädi ge mi otho ra ts'e̱di ra jä'i ge xa ntähäbi nuya jä'i ne bi no̱nibi, ri mu̱di xa juati nu'a ma jä'ihu̱, ra n'a nge'a mi n'a tu̱ki ne man'a ra nge'a nuya metlaxcala xki tsi nubu̱ ko ra k'uamba pa ge da juati,	ge bi bädi ge mi otjo ra ts'e̱di ra jä'i ge xa ntäjäbi nuya jä'i ne bi no̱nibi, ri mu̱di xa juati nu'a ma jä'iju̱, ra n'a nge'a mi n'a tu̱ki ne man'a ra nge'a nuya metlaxtsala xki tsi nubu̱ ko ra k'uamba pa ge da juati,	ge bi bädi ge mi otho ra ts'e̱di ra jä'i ge xa ntähäbi nuya jä'i ne bi no̱nibi, ri mu̱di xa juati nu'a ma jä'ihu̱, ra n'a nge'a mi n'a tu̱ki ne man'a ra nge'a nuya metlaxtsala xki tsi nubu̱ ko ra k'uamba pa ge da juati,	ge bi bädi ge mi otho ra ts'e̱di ra jä'i ge xa ntähäbi nuya jä'i ne bi no̱nibi, ri mu̱di xa juati nu'a ma jä'ihu̱, ra n'a nge'a mi n'a tu̱ki ne man'a ra nge'a nuya metlaxtsala xki tsi nubu̱ ko ra k'uamba pa ge da juati,	ge bi bᶏdi ge mi otho ra cʔɛdi ra khᶏʔi ge ša ntᶏhᶏbi nuya khᶏʔi ne bi nɔnibi, ri mɨdi ša khuati nuʔa ma khᶏʔihɨ, ra nʔa ngeʔa mi nʔa tɨki ne manʔa ra ngeʔa nuya metlašcala ški ci nubɨ ko ra kʔuamba pa ge da khuati,	ge bi bãdi ge mi otho ra t͡sʔɛdi ra khãʔi ge ʃa ntãhãbi nuja khãʔi ne bi nɔnibi, ri mɨdi ʃa khuati nuʔa ma khãʔihɨ, ra nʔa ngeʔa mi nʔa tɨki ne manʔa ra ngeʔa nuja metlaʃt͡sala ʃki t͡si nubɨ ko ra kʔuamba pa ge da khuati,
